Red,Green,Blue,Main Color
50,20,130,Purple
50,20,140,Purple
50,20,150,Purple
50,20,160,Purple
50,20,170,Purple
50,20,180,Blue
50,20,190,Blue
50,20,200,Blue
50,20,210,Blue
50,20,220,Blue
50,20,230,Blue
50,20,240,Blue
50,20,250,Blue
50,30,0,Black
50,30,10,Black
50,30,20,Black
50,30,30,Black
50,30,40,Black
50,30,50,Black
50,30,60,Black
50,30,70,Black
50,30,80,Purple
50,30,90,Purple
50,30,100,Purple
50,30,110,Purple
50,30,120,Purple
50,30,130,Purple
50,30,140,Purple
50,30,150,Purple
50,30,160,Purple
50,30,170,Purple
50,30,180,Blue
50,30,190,Blue
50,30,200,Blue
50,30,210,Blue
50,30,220,Blue
50,30,230,Blue
50,30,240,Blue
50,30,250,Blue
50,40,0,Black
50,40,10,Black
50,40,20,Black
50,40,30,Black
50,40,40,Black
50,40,50,Black
50,40,60,Black
50,40,70,Black
50,40,80,Purple
50,40,90,Purple
50,40,100,Purple
50,40,110,Purple
50,40,120,Purple
50,40,130,Purple
50,40,140,Purple
50,40,150,Purple
50,40,160,Purple
50,40,170,Purple
50,40,180,Blue
50,40,190,Blue
50,40,200,Blue
50,40,210,Blue
50,40,220,Blue
50,40,230,Blue
50,40,240,Blue
50,40,250,Blue
50,50,0,Black
50,50,10,Black
50,50,20,Black
50,50,30,Black
50,50,40,Black
50,50,50,Black
50,50,60,Black
50,50,70,Black
50,50,80,Purple
50,50,90,Purple
50,50,100,Purple
50,50,110,Purple
50,50,120,Purple
50,50,130,Purple
50,50,140,Purple
50,50,150,Purple
50,50,160,Purple
50,50,170,Purple
50,50,180,Blue
50,50,190,Blue
50,50,200,Blue
50,50,210,Blue
50,50,220,Blue
50,50,230,Blue
50,50,240,Blue
50,50,250,Blue
50,60,0,Black
50,60,10,Black
50,60,20,Black
50,60,30,Black
50,60,40,Black
50,60,50,Black
50,60,60,Brown
50,60,70,Brown
50,60,80,Brown
50,60,90,Purple
50,60,100,Purple
50,60,110,Purple
50,60,120,Purple
50,60,130,Purple
50,60,140,Purple
50,60,150,Purple
50,60,160,Purple
50,60,170,Purple
50,60,180,Blue
50,60,190,Blue
50,60,200,Blue
50,60,210,Blue
50,60,220,Blue
50,60,230,Blue
50,60,240,Blue
50,60,250,Blue
50,70,0,Black
50,70,10,Black
50,70,20,Black
50,70,30,Brown
50,70,40,Brown
50,70,50,Brown
50,70,60,Brown
50,70,70,Brown
50,70,80,Brown
50,70,90,Purple
50,70,100,Purple
50,70,110,Purple
50,70,120,Purple
50,70,130,Purple
50,70,140,Purple
50,70,150,Purple
50,70,160,Purple
50,70,170,Purple
50,70,180,Blue
50,70,190,Blue
50,70,200,Blue
50,70,210,Blue
50,70,220,Blue
50,70,230,Blue
50,70,240,Blue
50,70,250,Blue
50,80,0,Brown
50,80,10,Brown
50,80,20,Brown
50,80,30,Brown
50,80,40,Brown
50,80,50,Brown
50,80,60,Brown
50,80,70,Brown
50,80,80,Brown
50,80,90,Brown
50,80,100,Purple
50,80,110,Purple
50,80,120,Purple
50,80,130,Purple
50,80,140,Purple
50,80,150,Purple
50,80,160,Purple
50,80,170,Purple
50,80,180,Blue
50,80,190,Blue
50,80,200,Blue
50,80,210,Blue
50,80,220,Blue
50,80,230,Blue
50,80,240,Blue
50,80,250,Blue
50,90,0,Brown
50,90,10,Brown
50,90,20,Brown
50,90,30,Brown
50,90,40,Brown
50,90,50,Brown
50,90,60,Brown
50,90,70,Brown
50,90,80,Brown
50,90,90,Brown
50,90,100,Brown
50,90,110,Purple
50,90,120,Purple
50,90,130,Purple
50,90,140,Purple
50,90,150,Purple
50,90,160,Purple
50,90,170,Purple
50,90,180,Blue
50,90,190,Blue
50,90,200,Blue
50,90,210,Blue
50,90,220,Blue
50,90,230,Blue
50,90,240,Blue
50,90,250,Blue
50,100,0,Brown
50,100,10,Brown
50,100,20,Brown
50,100,30,Brown
50,100,40,Brown
50,100,50,Brown
50,100,60,Brown
50,100,70,Brown
50,100,80,Brown
50,100,90,Brown
50,100,100,Brown
50,100,110,Purple
50,100,120,Purple
50,100,130,Purple
50,100,140,Purple
50,100,150,Purple
50,100,160,Purple
50,100,170,Purple
50,100,180,Blue
50,100,190,Blue
50,100,200,Blue
50,100,210,Blue
50,100,220,Blue
50,100,230,Blue
50,100,240,Blue
50,100,250,Blue
50,110,0,Brown
50,110,10,Brown
50,110,20,Brown
50,110,30,Brown
50,110,40,Brown
50,110,50,Brown
50,110,60,Brown
50,110,70,Brown
50,110,80,Brown
50,110,90,Brown
50,110,100,Brown
50,110,110,Brown
50,110,120,Purple
50,110,130,Purple
50,110,140,Purple
50,110,150,Purple
50,110,160,Purple
50,110,170,Purple
50,110,180,Blue
50,110,190,Blue
50,110,200,Blue
50,110,210,Blue
50,110,220,Blue
50,110,230,Blue
50,110,240,Blue
50,110,250,Blue
50,120,0,Brown
50,120,10,Brown
50,120,20,Brown
50,120,30,Brown
50,120,40,Brown
50,120,50,Brown
50,120,60,Brown
50,120,70,Brown
50,120,80,Brown
50,120,90,Brown
50,120,100,Brown
50,120,110,Brown
50,120,120,Purple
50,120,130,Purple
50,120,140,Purple
50,120,150,Purple
50,120,160,Purple
50,120,170,Purple
50,120,180,Blue
50,120,190,Blue
50,120,200,Blue
50,120,210,Blue
50,120,220,Blue
50,120,230,Blue
50,120,240,Blue
50,120,250,Blue
50,130,0,Brown
50,130,10,Brown
50,130,20,Brown
50,130,30,Brown
50,130,40,Brown
50,130,50,Brown
50,130,60,Brown
50,130,70,Brown
50,130,80,Brown
50,130,90,Brown
50,130,100,Brown
50,130,110,Brown
50,130,120,Brown
50,130,130,Purple
50,130,140,Purple
50,130,150,Purple
50,130,160,Purple
50,130,170,Purple
50,130,180,Blue
50,130,190,Blue
50,130,200,Blue
50,130,210,Blue
50,130,220,Blue
50,130,230,Blue
50,130,240,Blue
50,130,250,Blue
50,140,0,Brown
50,140,10,Brown
50,140,20,Brown
50,140,30,Brown
50,140,40,Brown
50,140,50,Brown
50,140,60,Brown
50,140,70,Brown
50,140,80,Brown
50,140,90,Brown
50,140,100,Brown
50,140,110,Brown
50,140,120,Brown
50,140,130,Brown
50,140,140,Purple
50,140,150,Purple
50,140,160,Purple
50,140,170,Purple
50,140,180,Blue
50,140,190,Blue
50,140,200,Blue
50,140,210,Blue
50,140,220,Blue
50,140,230,Blue
50,140,240,Blue
50,140,250,Blue
50,150,0,Green
50,150,10,Green
50,150,20,Green
50,150,30,Green
50,150,40,Brown
50,150,50,Brown
50,150,60,Brown
50,150,70,Brown
50,150,80,Brown
50,150,90,Brown
50,150,100,Brown
50,150,110,Brown
50,150,120,Brown
50,150,130,Brown
50,150,140,Purple
50,150,150,Purple
50,150,160,Purple
50,150,170,Purple
50,150,180,Blue
50,150,190,Blue
50,150,200,Blue
50,150,210,Blue
50,150,220,Blue
50,150,230,Blue
50,150,240,Blue
50,150,250,Blue
50,160,0,Green
50,160,10,Green
50,160,20,Green
50,160,30,Green
50,160,40,Green
50,160,50,Green
50,160,60,Green
50,160,70,Green
50,160,80,Green
50,160,90,Green
50,160,100,Green
50,160,110,Green
50,160,120,Green
50,160,130,Green
50,160,140,Brown
50,160,150,Purple
50,160,160,Purple
50,160,170,Purple
50,160,180,Blue
50,160,190,Blue
50,160,200,Blue
50,160,210,Blue
50,160,220,Blue
50,160,230,Blue
50,160,240,Blue
50,160,250,Blue
50,170,0,Green
50,170,10,Green
50,170,20,Green
50,170,30,Green
50,170,40,Green
50,170,50,Green
50,170,60,Green
50,170,70,Green
50,170,80,Green
50,170,90,Green
50,170,100,Green
50,170,110,Green
50,170,120,Green
50,170,130,Green
50,170,140,Green
50,170,150,Green
50,170,160,Green
50,170,170,Purple
50,170,180,Blue
50,170,190,Blue
50,170,200,Blue
50,170,210,Blue
50,170,220,Blue
50,170,230,Blue
50,170,240,Blue
50,170,250,Blue
50,180,0,Green
50,180,10,Green
50,180,20,Green
50,180,30,Green
50,180,40,Green
50,180,50,Green
50,180,60,Green
50,180,70,Green
50,180,80,Green
50,180,90,Green
50,180,100,Green
50,180,110,Green
50,180,120,Green
50,180,130,Green
50,180,140,Green
50,180,150,Green
50,180,160,Green
50,180,170,Green
50,180,180,Blue
50,180,190,Blue
50,180,200,Blue
50,180,210,Blue
50,180,220,Blue
50,180,230,Blue
50,180,240,Blue
50,180,250,Blue
50,190,0,Green
50,190,10,Green
50,190,20,Green
50,190,30,Green
50,190,40,Green
50,190,50,Green
50,190,60,Green
50,190,70,Green
50,190,80,Green
50,190,90,Green
50,190,100,Green
50,190,110,Green
50,190,120,Green
50,190,130,Green
50,190,140,Green
50,190,150,Green
50,190,160,Green
50,190,170,Green
50,190,180,Green
50,190,190,Pink
50,190,200,Blue
50,190,210,Blue
50,190,220,Blue
50,190,230,Blue
50,190,240,Blue
50,190,250,Blue
50,200,0,Green
50,200,10,Green
50,200,20,Green
50,200,30,Green
50,200,40,Green
50,200,50,Green
50,200,60,Green
50,200,70,Green
50,200,80,Green
50,200,90,Green
50,200,100,Green
50,200,110,Green
50,200,120,Green
50,200,130,Green
50,200,140,Green
50,200,150,Green
50,200,160,Green
50,200,170,Green
50,200,180,Green
50,200,190,Green
50,200,200,Pink
50,200,210,Pink
50,200,220,Pink
50,200,230,Pink
50,200,240,Blue
50,200,250,Blue
50,210,0,Green
50,210,10,Green
50,210,20,Green
50,210,30,Green
50,210,40,Green
50,210,50,Green
50,210,60,Green
50,210,70,Green
50,210,80,Green
50,210,90,Green
50,210,100,Green
50,210,110,Green
50,210,120,Green
50,210,130,Green
50,210,140,Green
50,210,150,Green
50,210,160,Green
50,210,170,Green
50,210,180,Green
50,210,190,Green
50,210,200,Pink
50,210,210,Pink
50,210,220,Pink
50,210,230,Pink
50,210,240,Pink
50,210,250,White
50,220,0,Green
50,220,10,Green
50,220,20,Green
50,220,30,Green
50,220,40,Green
50,220,50,Green
50,220,60,Green
50,220,70,Green
50,220,80,Green
50,220,90,Green
50,220,100,Green
50,220,110,Green
50,220,120,Green
50,220,130,Green
50,220,140,Green
50,220,150,Green
50,220,160,Green
50,220,170,Green
50,220,180,Green
50,220,190,Green
50,220,200,Pink
50,220,210,Pink
50,220,220,Pink
50,220,230,Pink
50,220,240,White
50,220,250,White
50,230,0,Green
50,230,10,Green
50,230,20,Green
50,230,30,Green
50,230,40,Green
50,230,50,Green
50,230,60,Green
50,230,70,Green
50,230,80,Green
50,230,90,Green
50,230,100,Green
50,230,110,Green
50,230,120,Green
50,230,130,Green
50,230,140,Green
50,230,150,Green
50,230,160,Green
50,230,170,Green
50,230,180,Green
50,230,190,Green
50,230,200,Green
50,230,210,Pink
50,230,220,Pink
50,230,230,White
50,230,240,White
50,230,250,White
50,240,0,Green
50,240,10,Green
50,240,20,Green
50,240,30,Green
50,240,40,Green
50,240,50,Green
50,240,60,Green
50,240,70,Green
50,240,80,Green
50,240,90,Green
50,240,100,Green
50,240,110,Green
50,240,120,Green
50,240,130,Green
50,240,140,Green
50,240,150,Green
50,240,160,Green
50,240,170,Green
50,240,180,Green
50,240,190,Green
50,240,200,Green
50,240,210,White
50,240,220,White
50,240,230,White
50,240,240,White
50,240,250,White
50,250,0,Green
50,250,10,Green
50,250,20,Green
50,250,30,Green
50,250,40,Green
50,250,50,Green
50,250,60,Green
50,250,70,Green
50,250,80,Green
50,250,90,Green
50,250,100,Green
50,250,110,Green
50,250,120,Green
50,250,130,Green
50,250,140,Green
50,250,150,Green
50,250,160,Green
50,250,170,Green
50,250,180,Green
50,250,190,Green
50,250,200,Green
50,250,210,White
50,250,220,White
50,250,230,White
50,250,240,White
50,250,250,White
60,0,0,Black
60,0,10,Black
60,0,20,Black
60,0,30,Black
60,0,40,Black
60,0,50,Black
60,0,60,Black
60,0,70,Purple
60,0,80,Purple
60,0,90,Purple
60,0,100,Purple
60,0,110,Purple
60,0,120,Purple
60,0,130,Purple
60,0,140,Purple
60,0,150,Purple
60,0,160,Purple
60,0,170,Purple
60,0,180,Purple
60,0,190,Blue
60,0,200,Blue
60,0,210,Blue
60,0,220,Blue
60,0,230,Blue
60,0,240,Blue
60,0,250,Blue
60,10,0,Black
60,10,10,Black
60,10,20,Black
60,10,30,Black
60,10,40,Black
60,10,50,Black
60,10,60,Black
60,10,70,Purple
60,10,80,Purple
60,10,90,Purple
60,10,100,Purple
60,10,110,Purple
60,10,120,Purple
60,10,130,Purple
60,10,140,Purple
60,10,150,Purple
60,10,160,Purple
60,10,170,Purple
60,10,180,Purple
60,10,190,Blue
60,10,200,Blue
60,10,210,Blue
60,10,220,Blue
60,10,230,Blue
60,10,240,Blue
60,10,250,Blue
60,20,0,Black
60,20,10,Black
60,20,20,Black
60,20,30,Black
60,20,40,Black
60,20,50,Black
60,20,60,Black
60,20,70,Purple
60,20,80,Purple
60,20,90,Purple
60,20,100,Purple
60,20,110,Purple
60,20,120,Purple
60,20,130,Purple
60,20,140,Purple
60,20,150,Purple
60,20,160,Purple
60,20,170,Purple
60,20,180,Purple
60,20,190,Blue
60,20,200,Blue
60,20,210,Blue
60,20,220,Blue
60,20,230,Blue
60,20,240,Blue
60,20,250,Blue
60,30,0,Black
60,30,10,Black
60,30,20,Black
60,30,30,Black
60,30,40,Black
60,30,50,Black
60,30,60,Black
60,30,70,Purple
60,30,80,Purple
60,30,90,Purple
60,30,100,Purple
60,30,110,Purple
60,30,120,Purple
60,30,130,Purple
60,30,140,Purple
60,30,150,Purple
60,30,160,Purple
60,30,170,Purple
60,30,180,Purple
60,30,190,Blue
60,30,200,Blue
60,30,210,Blue
60,30,220,Blue
60,30,230,Blue
60,30,240,Blue
60,30,250,Blue
60,40,0,Black
60,40,10,Black
60,40,20,Black
60,40,30,Black
60,40,40,Black
60,40,50,Black
60,40,60,Brown
60,40,70,Purple
60,40,80,Purple
60,40,90,Purple
60,40,100,Purple
60,40,110,Purple
60,40,120,Purple
60,40,130,Purple
60,40,140,Purple
60,40,150,Purple
60,40,160,Purple
60,40,170,Purple
60,40,180,Purple
60,40,190,Blue
60,40,200,Blue
60,40,210,Blue
60,40,220,Blue
60,40,230,Blue
60,40,240,Blue
60,40,250,Blue
60,50,0,Black
60,50,10,Black
60,50,20,Black
60,50,30,Brown
60,50,40,Brown
60,50,50,Brown
60,50,60,Brown
60,50,70,Brown
60,50,80,Purple
60,50,90,Purple
60,50,100,Purple
60,50,110,Purple
60,50,120,Purple
60,50,130,Purple
60,50,140,Purple
60,50,150,Purple
60,50,160,Purple
60,50,170,Purple
60,50,180,Purple
60,50,190,Blue
60,50,200,Blue
60,50,210,Blue
60,50,220,Blue
60,50,230,Blue
60,50,240,Blue
60,50,250,Blue
60,60,0,Brown
60,60,10,Brown
60,60,20,Brown
60,60,30,Brown
60,60,40,Brown
60,60,50,Brown
60,60,60,Brown
60,60,70,Brown
60,60,80,Brown
60,60,90,Purple
60,60,100,Purple
60,60,110,Purple
60,60,120,Purple
60,60,130,Purple
60,60,140,Purple
60,60,150,Purple
60,60,160,Purple
60,60,170,Purple
60,60,180,Purple
60,60,190,Blue
60,60,200,Blue
60,60,210,Blue
60,60,220,Blue
60,60,230,Blue
60,60,240,Blue
60,60,250,Blue
60,70,0,Brown
60,70,10,Brown
60,70,20,Brown
60,70,30,Brown
60,70,40,Brown
60,70,50,Brown
60,70,60,Brown
60,70,70,Brown
60,70,80,Brown
60,70,90,Purple
60,70,100,Purple
60,70,110,Purple
60,70,120,Purple
60,70,130,Purple
60,70,140,Purple
60,70,150,Purple
60,70,160,Purple
60,70,170,Purple
60,70,180,Purple
60,70,190,Blue
60,70,200,Blue
60,70,210,Blue
60,70,220,Blue
60,70,230,Blue
60,70,240,Blue
60,70,250,Blue
60,80,0,Brown
60,80,10,Brown
60,80,20,Brown
60,80,30,Brown
60,80,40,Brown
60,80,50,Brown
60,80,60,Brown
60,80,70,Brown
60,80,80,Brown
60,80,90,Brown
60,80,100,Purple
60,80,110,Purple
60,80,120,Purple
60,80,130,Purple
60,80,140,Purple
60,80,150,Purple
60,80,160,Purple
60,80,170,Purple
60,80,180,Purple
60,80,190,Blue
60,80,200,Blue
60,80,210,Blue
60,80,220,Blue
60,80,230,Blue
60,80,240,Blue
60,80,250,Blue
60,90,0,Brown
60,90,10,Brown
60,90,20,Brown
60,90,30,Brown
60,90,40,Brown
60,90,50,Brown
60,90,60,Brown
60,90,70,Brown
60,90,80,Brown
60,90,90,Brown
60,90,100,Brown
60,90,110,Purple
60,90,120,Purple
60,90,130,Purple
60,90,140,Purple
60,90,150,Purple
60,90,160,Purple
60,90,170,Purple
60,90,180,Purple
60,90,190,Blue
60,90,200,Blue
60,90,210,Blue
60,90,220,Blue
60,90,230,Blue
60,90,240,Blue
60,90,250,Blue
60,100,0,Brown
60,100,10,Brown
60,100,20,Brown
60,100,30,Brown
60,100,40,Brown
60,100,50,Brown
60,100,60,Brown
60,100,70,Brown
60,100,80,Brown
60,100,90,Brown
60,100,100,Brown
60,100,110,Purple
60,100,120,Purple
60,100,130,Purple
60,100,140,Purple
60,100,150,Purple
60,100,160,Purple
60,100,170,Purple
60,100,180,Purple
60,100,190,Blue
60,100,200,Blue
60,100,210,Blue
60,100,220,Blue
60,100,230,Blue
60,100,240,Blue
60,100,250,Blue
60,110,0,Brown
60,110,10,Brown
60,110,20,Brown
60,110,30,Brown
60,110,40,Brown
60,110,50,Brown
60,110,60,Brown
60,110,70,Brown
60,110,80,Brown
60,110,90,Brown
60,110,100,Brown
60,110,110,Brown
60,110,120,Purple
60,110,130,Purple
60,110,140,Purple
60,110,150,Purple
60,110,160,Purple
60,110,170,Purple
60,110,180,Purple
60,110,190,Blue
60,110,200,Blue
60,110,210,Blue
60,110,220,Blue
60,110,230,Blue
60,110,240,Blue
60,110,250,Blue
60,120,0,Brown
60,120,10,Brown
60,120,20,Brown
60,120,30,Brown
60,120,40,Brown
60,120,50,Brown
60,120,60,Brown
60,120,70,Brown
60,120,80,Brown
60,120,90,Brown
60,120,100,Brown
60,120,110,Brown
60,120,120,Brown
60,120,130,Purple
60,120,140,Purple
60,120,150,Purple
60,120,160,Purple
60,120,170,Purple
60,120,180,Purple
60,120,190,Blue
60,120,200,Blue
60,120,210,Blue
60,120,220,Blue
60,120,230,Blue
60,120,240,Blue
60,120,250,Blue
60,130,0,Brown
60,130,10,Brown
60,130,20,Brown
60,130,30,Brown
60,130,40,Brown
60,130,50,Brown
60,130,60,Brown
60,130,70,Brown
60,130,80,Brown
60,130,90,Brown
60,130,100,Brown
60,130,110,Brown
60,130,120,Brown
60,130,130,Purple
60,130,140,Purple
60,130,150,Purple
60,130,160,Purple
60,130,170,Purple
60,130,180,Purple
60,130,190,Blue
60,130,200,Blue
60,130,210,Blue
60,130,220,Blue
60,130,230,Blue
60,130,240,Blue
60,130,250,Blue
60,140,0,Brown
60,140,10,Brown
60,140,20,Brown
60,140,30,Brown
60,140,40,Brown
60,140,50,Brown
60,140,60,Brown
60,140,70,Brown
60,140,80,Brown
60,140,90,Brown
60,140,100,Brown
60,140,110,Brown
60,140,120,Brown
60,140,130,Brown
60,140,140,Purple
60,140,150,Purple
60,140,160,Purple
60,140,170,Purple
60,140,180,Purple
60,140,190,Blue
60,140,200,Blue
60,140,210,Blue
60,140,220,Blue
60,140,230,Blue
60,140,240,Blue
60,140,250,Blue
60,150,0,Brown
60,150,10,Brown
60,150,20,Brown
60,150,30,Brown
60,150,40,Brown
60,150,50,Brown
60,150,60,Brown
60,150,70,Brown
60,150,80,Brown
60,150,90,Brown
60,150,100,Brown
60,150,110,Brown
60,150,120,Brown
60,150,130,Brown
60,150,140,Purple
60,150,150,Purple
60,150,160,Purple
60,150,170,Purple
60,150,180,Purple
60,150,190,Blue
60,150,200,Blue
60,150,210,Blue
60,150,220,Blue
60,150,230,Blue
60,150,240,Blue
60,150,250,Blue
60,160,0,Green
60,160,10,Green
60,160,20,Green
60,160,30,Green
60,160,40,Green
60,160,50,Green
60,160,60,Brown
60,160,70,Brown
60,160,80,Brown
60,160,90,Brown
60,160,100,Brown
60,160,110,Brown
60,160,120,Brown
60,160,130,Brown
60,160,140,Brown
60,160,150,Purple
60,160,160,Purple
60,160,170,Purple
60,160,180,Purple
60,160,190,Blue
60,160,200,Blue
60,160,210,Blue
60,160,220,Blue
60,160,230,Blue
60,160,240,Blue
60,160,250,Blue
60,170,0,Green
60,170,10,Green
60,170,20,Green
60,170,30,Green
60,170,40,Green
60,170,50,Green
60,170,60,Green
60,170,70,Green
60,170,80,Green
60,170,90,Green
60,170,100,Green
60,170,110,Green
60,170,120,Green
60,170,130,Green
60,170,140,Green
60,170,150,Green
60,170,160,Purple
60,170,170,Purple
60,170,180,Purple
60,170,190,Blue
60,170,200,Blue
60,170,210,Blue
60,170,220,Blue
60,170,230,Blue
60,170,240,Blue
60,170,250,Blue
60,180,0,Green
60,180,10,Green
60,180,20,Green
60,180,30,Green
60,180,40,Green
60,180,50,Green
60,180,60,Green
60,180,70,Green
60,180,80,Green
60,180,90,Green
60,180,100,Green
60,180,110,Green
60,180,120,Green
60,180,130,Green
60,180,140,Green
60,180,150,Green
60,180,160,Green
60,180,170,Green
60,180,180,Pink
60,180,190,Pink
60,180,200,Pink
60,180,210,Blue
60,180,220,Blue
60,180,230,Blue
60,180,240,Blue
60,180,250,Blue
60,190,0,Green
60,190,10,Green
60,190,20,Green
60,190,30,Green
60,190,40,Green
60,190,50,Green
60,190,60,Green
60,190,70,Green
60,190,80,Green
60,190,90,Green
60,190,100,Green
60,190,110,Green
60,190,120,Green
60,190,130,Green
60,190,140,Green
60,190,150,Green
60,190,160,Green
60,190,170,Green
60,190,180,Pink
60,190,190,Pink
60,190,200,Pink
60,190,210,Pink
60,190,220,Pink
60,190,230,Pink
60,190,240,Pink
60,190,250,Blue
60,200,0,Green
60,200,10,Green
60,200,20,Green
60,200,30,Green
60,200,40,Green
60,200,50,Green
60,200,60,Green
60,200,70,Green
60,200,80,Green
60,200,90,Green
60,200,100,Green
60,200,110,Green
60,200,120,Green
60,200,130,Green
60,200,140,Green
60,200,150,Green
60,200,160,Green
60,200,170,Green
60,200,180,Pink
60,200,190,Pink
60,200,200,Pink
60,200,210,Pink
60,200,220,Pink
60,200,230,Pink
60,200,240,Pink
60,200,250,Pink
60,210,0,Green
60,210,10,Green
60,210,20,Green
60,210,30,Green
60,210,40,Green
60,210,50,Green
60,210,60,Green
60,210,70,Green
60,210,80,Green
60,210,90,Green
60,210,100,Green
60,210,110,Green
60,210,120,Green
60,210,130,Green
60,210,140,Green
60,210,150,Green
60,210,160,Green
60,210,170,Green
60,210,180,Green
60,210,190,Pink
60,210,200,Pink
60,210,210,Pink
60,210,220,Pink
60,210,230,Pink
60,210,240,Pink
60,210,250,White
60,220,0,Green
60,220,10,Green
60,220,20,Green
60,220,30,Green
60,220,40,Green
60,220,50,Green
60,220,60,Green
60,220,70,Green
60,220,80,Green
60,220,90,Green
60,220,100,Green
60,220,110,Green
60,220,120,Green
60,220,130,Green
60,220,140,Green
60,220,150,Green
60,220,160,Green
60,220,170,Green
60,220,180,Green
60,220,190,Pink
60,220,200,Pink
60,220,210,Pink
60,220,220,Pink
60,220,230,Pink
60,220,240,White
60,220,250,White
60,230,0,Green
60,230,10,Green
60,230,20,Green
60,230,30,Green
60,230,40,Green
60,230,50,Green
60,230,60,Green
60,230,70,Green
60,230,80,Green
60,230,90,Green
60,230,100,Green
60,230,110,Green
60,230,120,Green
60,230,130,Green
60,230,140,Green
60,230,150,Green
60,230,160,Green
60,230,170,Green
60,230,180,Green
60,230,190,Pink
60,230,200,Pink
60,230,210,Pink
60,230,220,Pink
60,230,230,White
60,230,240,White
60,230,250,White
60,240,0,Green
60,240,10,Green
60,240,20,Green
60,240,30,Green
60,240,40,Green
60,240,50,Green
60,240,60,Green
60,240,70,Green
60,240,80,Green
60,240,90,Green
60,240,100,Green
60,240,110,Green
60,240,120,Green
60,240,130,Green
60,240,140,Green
60,240,150,Green
60,240,160,Green
60,240,170,Green
60,240,180,Green
60,240,190,Green
60,240,200,Pink
60,240,210,White
60,240,220,White
60,240,230,White
60,240,240,White
60,240,250,White
60,250,0,Green
60,250,10,Green
60,250,20,Green
60,250,30,Green
60,250,40,Green
60,250,50,Green
60,250,60,Green
60,250,70,Green
60,250,80,Green
60,250,90,Green
60,250,100,Green
60,250,110,Green
60,250,120,Green
60,250,130,Green
60,250,140,Green
60,250,150,Green
60,250,160,Green
60,250,170,Green
60,250,180,Green
60,250,190,Green
60,250,200,White
60,250,210,White
60,250,220,White
60,250,230,White
60,250,240,White
60,250,250,White
70,0,0,Black
70,0,10,Black
70,0,20,Black
70,0,30,Black
70,0,40,Black
70,0,50,Black
70,0,60,Purple
70,0,70,Purple
70,0,80,Purple
70,0,90,Purple
70,0,100,Purple
70,0,110,Purple
70,0,120,Purple
70,0,130,Purple
70,0,140,Purple
70,0,150,Purple
70,0,160,Purple
70,0,170,Purple
70,0,180,Purple
70,0,190,Purple
70,0,200,Blue
70,0,210,Blue
70,0,220,Blue
70,0,230,Blue
70,0,240,Blue
70,0,250,Blue
70,10,0,Black
70,10,10,Black
70,10,20,Black
70,10,30,Black
70,10,40,Black
70,10,50,Black
70,10,60,Purple
70,10,70,Purple
70,10,80,Purple
70,10,90,Purple
70,10,100,Purple
70,10,110,Purple
70,10,120,Purple
70,10,130,Purple
70,10,140,Purple
70,10,150,Purple
70,10,160,Purple
70,10,170,Purple
70,10,180,Purple
70,10,190,Purple
70,10,200,Blue
70,10,210,Blue
70,10,220,Blue
70,10,230,Blue
70,10,240,Blue
70,10,250,Blue
70,20,0,Black
70,20,10,Black
70,20,20,Black
70,20,30,Black
70,20,40,Black
70,20,50,Black
70,20,60,Purple
70,20,70,Purple
70,20,80,Purple
70,20,90,Purple
70,20,100,Purple
70,20,110,Purple
70,20,120,Purple
70,20,130,Purple
70,20,140,Purple
70,20,150,Purple
70,20,160,Purple
70,20,170,Purple
70,20,180,Purple
70,20,190,Purple
70,20,200,Blue
70,20,210,Blue
70,20,220,Blue
70,20,230,Blue
70,20,240,Blue
70,20,250,Blue
70,30,0,Black
70,30,10,Black
70,30,20,Black
70,30,30,Brown
70,30,40,Brown
70,30,50,Brown
70,30,60,Brown
70,30,70,Purple
70,30,80,Purple
70,30,90,Purple
70,30,100,Purple
70,30,110,Purple
70,30,120,Purple
70,30,130,Purple
70,30,140,Purple
70,30,150,Purple
70,30,160,Purple
70,30,170,Purple
70,30,180,Purple
70,30,190,Purple
70,30,200,Blue
70,30,210,Blue
70,30,220,Blue
70,30,230,Blue
70,30,240,Blue
70,30,250,Blue
70,40,0,Brown
70,40,10,Brown
70,40,20,Brown
70,40,30,Brown
70,40,40,Brown
70,40,50,Brown
70,40,60,Brown
70,40,70,Brown
70,40,80,Purple
70,40,90,Purple
70,40,100,Purple
70,40,110,Purple
70,40,120,Purple
70,40,130,Purple
70,40,140,Purple
70,40,150,Purple
70,40,160,Purple
70,40,170,Purple
70,40,180,Purple
70,40,190,Purple
70,40,200,Blue
70,40,210,Blue
70,40,220,Blue
70,40,230,Blue
70,40,240,Blue
70,40,250,Blue
70,50,0,Brown
70,50,10,Brown
70,50,20,Brown
70,50,30,Brown
70,50,40,Brown
70,50,50,Brown
70,50,60,Brown
70,50,70,Brown
70,50,80,Purple
70,50,90,Purple
70,50,100,Purple
70,50,110,Purple
70,50,120,Purple
70,50,130,Purple
70,50,140,Purple
70,50,150,Purple
70,50,160,Purple
70,50,170,Purple
70,50,180,Purple
70,50,190,Purple
70,50,200,Blue
70,50,210,Blue
70,50,220,Blue
70,50,230,Blue
70,50,240,Blue
70,50,250,Blue
70,60,0,Brown
70,60,10,Brown
70,60,20,Brown
70,60,30,Brown
70,60,40,Brown
70,60,50,Brown
70,60,60,Brown
70,60,70,Brown
